t,x,y,z
7.189999999999999725e-01,-2.000675394561839127e-01,-2.000675394561825249e-01,5.164225042342579508e-01
7.199999999999999734e-01,-1.988449502451378748e-01,-1.988449502451364315e-01,5.175569579679348831e-01
7.209999999999999742e-01,-1.976266353640147022e-01,-1.976266353640132867e-01,5.186772369866450294e-01
7.219999999999999751e-01,-1.964127233093932168e-01,-1.964127233093918568e-01,5.197834159916385754e-01
7.229999999999999760e-01,-1.952033414490810803e-01,-1.952033414490797480e-01,5.208755710539142436e-01
7.239999999999999769e-01,-1.939986160126332404e-01,-1.939986160126319081e-01,5.219537795732530627e-01
7.249999999999999778e-01,-1.927986720823239020e-01,-1.927986720823225975e-01,5.230181202373070937e-01
7.259999999999999787e-01,-1.916036335845829885e-01,-1.916036335845817118e-01,5.240686729807408906e-01
7.269999999999999796e-01,-1.904136232818725849e-01,-1.904136232818712249e-01,5.251055189444525650e-01
7.279999999999999805e-01,-1.892287627650318105e-01,-1.892287627650305337e-01,5.261287404348505836e-01
7.289999999999999813e-01,-1.880491724460399139e-01,-1.880491724460385816e-01,5.271384208832430307e-01
7.299999999999999822e-01,-1.868749715512211806e-01,-1.868749715512198761e-01,5.281346448053177989e-01
7.309999999999999831e-01,-1.857062781148803299e-01,-1.857062781148789976e-01,5.291174977607292496e-01
7.319999999999999840e-01,-1.845432089733421432e-01,-1.845432089733408110e-01,5.300870663128202098e-01
7.329999999999999849e-01,-1.833858797594298817e-01,-1.833858797594285495e-01,5.310434379884509948e-01
7.339999999999999858e-01,-1.822344048973178754e-01,-1.822344048973165154e-01,5.319867012379970728e-01
7.349999999999999867e-01,-1.810888975977930082e-01,-1.810888975977916204e-01,5.329169453954877289e-01
7.359999999999999876e-01,-1.799494698539357007e-01,-1.799494698539343684e-01,5.338342606388757350e-01
7.369999999999999885e-01,-1.788162324371168899e-01,-1.788162324371155576e-01,5.347387379505403882e-01
7.379999999999999893e-01,-1.776892947626568242e-01,-1.776892947626554919e-01,5.356304691909631321e-01
7.389999999999999902e-01,-1.765706831730436410e-01,-1.765706831730422810e-01,5.365078120126285377e-01
7.399999999999999911e-01,-1.754582897792146545e-01,-1.754582897792132945e-01,5.373728735562970371e-01
7.409999999999999920e-01,-1.743523240817710929e-01,-1.743523240817697606e-01,5.382256509244800480e-01
7.419999999999999929e-01,-1.732529500303098824e-01,-1.732529500303086334e-01,5.390661856636604909e-01
